No,Comment Id,Comment,Class,Final_Class
7988.0,Ugxdt_PHFsk_DFUZ0wV4AaABAg,"6:44 start from ""waduh"" to ""black bird sigedibadigeblay"" to ""waduh"" to ""yesterday""
7:06 nyanyian maut
7:51 versi Remasterd  Tragedi Pesawat PUBG",,NP
7989.0,UgyE_p6g0TWP4eir-F54AaABAg,"Mntap sponsor, bg manca auto up vid lgi😂❤",,NP
7990.0,UgyhZ-o6vnGHOhrTMfZ4AaABAg,Halooo😅,,NP
7991.0,UgyaaT0UVbGFLc4Af_54AaABAg,Manchong I LOVE YOU,,NP
7992.0,UgzcSwn1YeBskCD1IbR4AaABAg,Nanti main apa lagi bang???,,NP
7993.0,UgxQVyaFoQJB09kynot4AaABAg,"7:15 Ingpo judul yg dinyanyiin bang manca judulnya apa?

- btw enak juga suara bang mancongily",,NP
7994.0,Ugzs75zva8_pG4tSsTN4AaABAg,"Manchong lap yu
Manchong lap yu
Manchong ILY",,NP
7995.0,UgyvRR9BxCcPPkoAP2F4AaABAg,LANJUT BANGGG🎉,,NP
7996.0,UgzZK7NsH5NTeb1JrHB4AaABAg,Kafir wkwkwkw,,P
7997.0,Ugx-prATQJfs0PxiAKl4AaABAg,"Request konten maen game REPO keknya seru, ca🗿",,NP
7998.0,UgzGGHwuXV37P4IWng54AaABAg,Tio ga belajar dari game deducto,,NP
7999.0,Ugx6LBgB49xjzCN52YN4AaABAg,Malem malem mesti gabut,,NP
8000.0,Ugx8MwNZHX-Er8VyBux4AaABAg,7:10 suara manca bagus juga. Kapan cover lagu anime?,,NP
8001.0,Ugy3n0PbgtbsZe_RSCx4AaABAg,Bca abis ca?,,NP
8002.0,UgyVwEPziQMs5UNybUt4AaABAg,jiyakh,,NP
8003.0,UgxFv_P2gQjWn6Ow_ix4AaABAg,7:15 jleb sakitnya sampe disini 😂,,NP
8004.0,UgxOVyKDKNbpMkBhp9t4AaABAg,butuh duid ya ca,,NP
8005.0,UgyeCAsPdCMiSEbFgZd4AaABAg,"""emang kaf1r artinya apa bang""",,NP
8006.0,UgyvzbGd8ynaTkrox6h4AaABAg,"Buat semua game sering"" kasih sponsor buat mancong biar sering up😂",,P
8007.0,Ugya5IHiQSOXQbYieLV4AaABAg,Shesss,,NP
8008.0,Ugzv-GYLTzS8OMp_mch4AaABAg,Pas bnget lgi makan bng manca upload🔥,,NP
8009.0,UgwpbJN9BeuHnTybNy54AaABAg,uzi dpt dari Mana massss,,NP
8010.0,UgyqY1b2e06Mnziafo14AaABAg,"9:09  ""yang kaf1r itu aku"" astaghfirullah bang Tio",,NP
8011.0,UgyM-Yqe3EN5GnRzIWV4AaABAg,upload bareng kratos nih bang manca,,NP
8012.0,UgzRxyK7KYto7eN8TOZ4AaABAg,"ke 1,6 rb",,NP
8013.0,Ugzb7jEgIuhCLRN6mVZ4AaABAg,7:08 baru kali ini denger Manca nyanyi bagus,,NP
8014.0,UgzkJRPyfz4eWcPUcp94AaABAg,Manca mode ramah anak,,NP
8015.0,Ugy5hfgZlws8FtpO0954AaABAg,❤❤❤❤❤❤❤❤,,NP
8016.0,UgwtUycUOiA7jquTQtt4AaABAg,6:07 jdi gmn lanjutan joks nya,,NP
8017.0,UgzuFHI2v8FryAPl-1J4AaABAg,terima kasiii blod setrekkk sudaaaa men seponsoriii,,NP
8018.0,UgyJkMzIF0qwEZ1fQZp4AaABAg,tumben?,,NP
8019.0,Ugy56gHRMfC6PiC2Idp4AaABAg,Arema breakout infinite bang,,NP
8020.0,UgzKLXKpGcCqLO0F7Mt4AaABAg,"akhirnya karna sponsor nonton milyhya ngga harus nunggu 4 bulan dulu, terimakasi blood strike!",,NP
8021.0,Ugyhxk0Hh4hJGBhOSKx4AaABAg,Loh😮,,NP
8022.0,UgxuRF4z0fyPcnqtp8B4AaABAg,hello,,NP
8023.0,UgxOxGJhA_OH6hUtUIV4AaABAg,7:07 Orb Kaiju mention🌠🌌,,NP
8024.0,UgykVOa5gNwJGuvNN514AaABAg,Kurang lama baaang,,NP
8025.0,UgwXmjxCIcvLE2JcpkR4AaABAg,"kami ucapkan terimakasih kepada blood strike karena sudah memberi sponsor ke milhya, akhirnya buat video lagi",,NP
8026.0,UgwTLLNPaC3bh0XooRF4AaABAg,Oke langsung catet id-nya 0:35,,P
8027.0,UgwXiE5k0ooR1atWUMZ4AaABAg,baru inget sandi akun youtube pasti,,NP
8028.0,UgwijZy4mhSuXvk0af54AaABAg,8:59 id kecil yang family friendly sekali🗿🗿,,NP
8029.0,UgyxjfHr4YaeX4pj3XF4AaABAg,Horeeeee uploaaaaadddd🎉,,NP
8030.0,UgwgvLg94MKBa8pQdYZ4AaABAg,5:19 kelas ris sangat lucu dan original xixixi,,NP
8031.0,Ugxu8V-UAta7BgJO5Tx4AaABAg,Manchong Ily . I love you😂,,NP
8032.0,UgywPFDEhnuwtGAPYA94AaABAg,aku padamu blood strike,,NP
8033.0,UgxSVDwUg4yFRJsKsbd4AaABAg,TERIMAKASIH BANYA BUAT SPONSOR BELIAU SATU INI YANG JARANG UP,,NP
8034.0,UgzxOeSWk8EWT1doPpV4AaABAg,gara gara lu main blood strike gw sayang elu,,NP
8035.0,Ugzu6G71E0848rywr3Z4AaABAg,9:10 gw ngakak ampe gak sengaja buka X nyari video chudai bjirr :v,,NP
8036.0,UgydvSa86CPe1Zw85cd4AaABAg,Tio Kafir aBadi 😂😂😂😂,,NP
8037.0,Ugwl6h__8oKojkiM3Xp4AaABAg,"banyakin soft spoken sama anak nya mas oddy cah, lucu soalnya wkk",,NP
8038.0,UgwMkdOa73i3NKjrJ5l4AaABAg,ILy jijik dengernya 😂😂,,NP
8039.0,Ugwaa2X4hEnz981t55t4AaABAg,"""Aaaaaaaaaaaaaaaaaa""😮",,NP
8040.0,Ugy1JVqro7Hqxna2CXp4AaABAg,"Milhya upload = butuh duit
Milhya gak upload = lagi banyak duit",,NP
8041.0,Ugykx1SwfXj61Zcp9Nl4AaABAg,Ga ekspek aku cu dia main gem belut,,NP
8042.0,UgxHu2U3cIPryIIp8Ml4AaABAg,MANCA FOR LIFE🔥 SALAM DARI MALAYSIA🔥🔥,,NP
8043.0,UgyIcAutmWPREF5OHIx4AaABAg,wth baru main 30.000 gold nya bejir,,NP
8044.0,UgyVglU2SKEVoadblvN4AaABAg,Akhirnya inget password youtube ini orang.,,NP
8045.0,UgypX2E71novJLiW7Z94AaABAg,HADIR,,NP
8046.0,UgzC0t8vHU8qgv9cJAZ4AaABAg,wiiii ka mancaaa mainn blod setrekkk gg bangggg,,NP
8047.0,Ugym0MTtPuJvdhDNECF4AaABAg,mojo mana ca,,NP
8048.0,UgwWtB5Bn3L2SfgDkf94AaABAg,AKHIRNYA ADA ENDORSEE.. THANK YOU FOR SPONSORING MANCA ILYASA YAHYA!!!!!,,NP
8049.0,UgxP0Q_z1DrdMdsDmpZ4AaABAg,"Ferry dengan lagu orb jadi cool


7:12 manca dengan lagu orb, knock bahkan sebelum mendarat😂😂.",,NP
8050.0,UgxHzNXtVg1IlcvfFml4AaABAg,Wot te hell yutuber ini meng uploud vidio😮😮😮,,NP
8051.0,UgzrySUk-hmK1KS04Z54AaABAg,Jogja mu ngendi ? Ireng mesti 😁,,NP
8052.0,UgxJBl9OvQ0Rh2zAFNd4AaABAg,Beliau membutuhkan uang,,NP
8053.0,Ugxn_RELxZbcDyzVbG54AaABAg,"""Masukkan"" yang bener kayaknya bang",,NP
8054.0,UgwUzotT42n1wctd7bh4AaABAg,3:46 langsung pake pernapasan amerika 🗿,,NP
8055.0,UgyZ7PAR4tApa_ScpJN4AaABAg,"Apakah ada endorse kali ini?? Mari kita tonton
Gills gk ada endorse",,NP
8056.0,UgzmZdX8tjwGIM3lp0R4AaABAg,"10:00 kelanjutannya gimana, anaknya sekalian bilang ke bapaknya nama panjangnya tio?",,NP
8057.0,UgzxutXjjpPWoTZrlHJ4AaABAg,"YAH UDAH SELESAI, PADAHAL SERU",,P
8058.0,UgxH38WeGvlRSXb8xJd4AaABAg,beliaw inget punya channel YT😮‍💨,,NP
8059.0,UgyvRHVD4Yzd2m2B4p94AaABAg,HADIRRR😂,,NP
8060.0,Ugz0EASEwT9Y9hcuw2F4AaABAg,😂,,NP
8061.0,UgxI7iHZe7bg3vpocvB4AaABAg,❤,,NP
8062.0,UgyuRzdmke7NbVsc0sd4AaABAg,"BARU 39 MENIT UDAH 1,5K YG KOMEN",,NP
8063.0,UgwKxlzXaLutMvIWgWt4AaABAg,8:11 baru tahu Mikasa Ackerman suka main tiktok sampe tahu Velocity😂😂,,NP
8064.0,Ugyvtu5IJzCUUfbZWk54AaABAg,Kita lihat langsung trending mesti,,NP
8065.0,UgzAxE8dIFInEuko2zx4AaABAg,Sumpah suara ketawa afura chan ngeselin bet.... Wkkwkw,,NP
8066.0,UgypzfN7IZbdbIz0EDR4AaABAg,Tolong para sponsor untuk sering endorse manca biar sering upload video,,NP
8067.0,UgxepQy1hYWV2NOTLWJ4AaABAg,whooooo🗿,,NP
8068.0,Ugz6hrk1FcT3LmZPI814AaABAg,Ca mikir nama tio jadi tio kafira budi berapa lama😂,,NP
8069.0,UgwW40TBlMcAf3RzjPx4AaABAg,yo,,NP
8070.0,UgyGJMmH6EsgyGdQWCV4AaABAg,"terimakasih banyak kepada yang mensponsori bg manca, berkatnya bg manca jd upload lagi 🙏🏻",,NP
8071.0,UgysPHXzRxy9samStY54AaABAg,"Woilah gue nnton dr awal mulai views nya masih 62k, pas uda selese nnton cek views uda naik 80k ++ 😭🙏",,NP
8072.0,UgyVyg-2anRWA2rh2gJ4AaABAg,Kesengsaraan Tio tanpa tiada selama masih ada manchongiloveyou,,NP
8073.0,UgypuvRYXfOYuIccpDd4AaABAg,Lama2 kosakata 'Pembodohan' di hak milik sama manca sendiri,,NP
8074.0,Ugyy-LzVuQnmgvjVIRp4AaABAg,Bang ko suara lu kaya cowo,,NP
8075.0,Ugztx1LTPoHnQ4oqM514AaABAg,Cepet bgt lohh,,NP
8076.0,UgzDPNXxcZxUNJ44cOp4AaABAg,Cepet bgt baru 35 mnt yg lalu jirt,,NP
8077.0,UgwaGaCJsHDWg3qX0bV4AaABAg,Kirain udah meninggal😂,,NP
8078.0,UgxWPNvEsmYXWnhZq9x4AaABAg,Mantap ca,,NP
8079.0,Ugx4lsgdfMXaDpNKcYR4AaABAg,"Untuk garena tolong buat game baru lagi,supaya manca upload vidio lgi",,NP
8080.0,Ugy8M5UPEyR6V254l5J4AaABAg,anjaayy,,NP
8081.0,UgwNR1E6zLiwGnACSEl4AaABAg,7:13  adsense manca 10% diberikan ke potocky,,NP
8082.0,Ugzck-Yq3uEVZisi6mR4AaABAg,Manca auto jadi belut😅,,NP
8083.0,Ugw6NJp4xoJBRl8xawF4AaABAg,"kmrin pas gw lagi jualan, gw liat orang mirip garit cok, muka sama ciri"" botak brewok tra gendut cok, sumpah",,NP
8084.0,UgyXat9Jv14LPEOLzcF4AaABAg,7:17 oakwoakao di tembak anak PE,,NP
8085.0,Ugw1AoAAxhYYqOR0XCl4AaABAg,mntap dah emang. nih jempol buat mu                                                    👍,,P
8086.0,Ugwdt2LYS9K6b6IsoT54AaABAg,Aku mencium bau sponsor,,NP
8087.0,UgzUzbSPAgEyagj4BbF4AaABAg,"Anjay, bang manca di sponsor ama BS dong 🗿",,NP
8088.0,UgxrL-gTx3rwRYSadON4AaABAg,INI DIA BREE,,NP
8089.0,UgxNMqIeTnbTUxfrID54AaABAg,"Akhirnya upload lagi wak
Lagi di sponsori kah atau lagi butuh duit bg🗿",,NP
8090.0,UgxIydtnGitLISXL8QZ4AaABAg,Aduh bg aku makan belum habis udh habis aja vidio nya😂,,NP
8091.0,Ugw4Jo2ebLSj6Pj-Cil4AaABAg,Sabar nungguin lagi,,P
8092.0,UgyocQy8SaPo1nDO9uF4AaABAg,baru bisa nonton gara2 mati lampu,,NP
8093.0,UgxDhoz_NQOdjHufYg94AaABAg,"7:51 bang Garit ngehina lu Ca,parah bet asli🗿🗿🗿",,NP
8094.0,UgyeEX_5PVy-AmjuVNl4AaABAg,Wah bang manca upload saatnya Tasyakuran nich 😅,,NP
8095.0,UgwjCtY_raTdD_7sLsl4AaABAg,5:39 jokes spontan lebih ngena daripada jokes yang udah terstruktur,,NP
8096.0,Ugxjx6sW6fFhSPie-EV4AaABAg,Akhirnya,,NP
8097.0,Ugz7XdRunT9tAh3Yck54AaABAg,tapi om tio beneran kafir kan?,,P
8098.0,UgwVM2D5zQOlj9TVlCd4AaABAg,Akhir nya upload LG cokk,,NP
8099.0,UgwpAWoGspShEgPXXiN4AaABAg,"dari smp sampe sekarang kuliah gapernah bosen nonton milyhya dan teman teman, meskipun kadang jarang upload nonton ulang vidio vidionya juga ga ada bosenya",,NP
8100.0,Ugw9ZmfQQiL3tWLnD2Z4AaABAg,Om tio tolong ganti id nya om 😭🤣,,NP
8101.0,Ugz8MKk9iCr-tqckag14AaABAg,"4:58 ""mouse ku ilang"" kayak berasa dejavu gitu loh 🗿",,NP
8102.0,UgyGlmeYJOnDzP8lrzJ4AaABAg,Sedang butuh duit,,NP
8103.0,UgzybM8RIIp9Xamq4Q14AaABAg,Upload sesuai mood 😂,,NP
8104.0,UgxFfO2oHd0FClXMWj14AaABAg,"padahal nunggu main repo, trus nantangin setannya",,NP
8105.0,Ugx7gbWbfq0GK3crl614AaABAg,"anjir cepet amat..
baru mau gw nikmatin..
video depan dilamain lagi lah ca durasi nya",,NP
8106.0,Ugz5KxEfb4n2r8Yw95t4AaABAg,Machongilya Machong I Love You All,,NP
8107.0,UgxBGuMVsyL2RbAPsz14AaABAg,BANG REPO BANG 😡,,NP
8108.0,UgyHDX44rv2NrAfTrrp4AaABAg,nunggu 1 bulan buat 10 mnit🎉,,NP
8109.0,Ugw3ro2su37ExjCfg4d4AaABAg,"Ada apa nich, Tumben😂",,NP
8110.0,UgzvVmpKPpHhbU3Rtn54AaABAg,Woyyy,,NP
8111.0,Ugw67hguC7ysyyy22qd4AaABAg,ManchongIlya (Manchong I Love You All) wkwkwkwk,,NP
8112.0,UgwY5rT_BEVpKiy0sYJ4AaABAg,"7:07 tuh, dengerin Ca,""turun dulu,baru nyanyi"" kata bang Tio juga🗿",,NP
8113.0,UgwoejV4k2LuyZ_Krb54AaABAg,Akhirnya anomali ini upload,,NP
8114.0,Ugx6AJx6NmijTr4bWix4AaABAg,hamdalah inget punya akun youtube,,NP
8115.0,UgxnElcAYw1xLamlfGx4AaABAg,nanti demam si mily,,NP
8116.0,UgyMG054XJdBqtv0Dl14AaABAg,mari lihat algoritma YouTube kali iniii. btw nickname KaF1R keren jugaa,,NP
8117.0,Ugx_C1yf6zJ7RnT0XQB4AaABAg,Bjir lama bet dah,,NP
8118.0,UgyI51lDyJi8Yl5SH1t4AaABAg,Manchongiloveyou,,NP
8119.0,UgzjYkC8jUf4DPrgNXx4AaABAg,Geloo tumben sponsor masuk,,NP
8120.0,Ugx1KNbyIK4GDPgBVOF4AaABAg,Tumben upload. Sekarang,,NP
8121.0,Ugz9oKulSw3719wJvU54AaABAg,Akhirnya mau upload cukk lama kali,,NP
8122.0,UgyIcGegqTPC1cfMDn94AaABAg,akhirnya inget punya youtube ya lu bang🎉🎉🎉,,NP
8123.0,Ugw-GnuAh6WGmrpwA6B4AaABAg,Loh ditabrak PE,,NP
8124.0,UgxETA9HgG3xEnXSB914AaABAg,Pengen punya circle kayak manca bole gk aku join 😅,,NP
8125.0,Ugwd_9kouSRWHKWOZXd4AaABAg,Bro baru mendapatkan sponsor dikarnakan itu bro upload,,NP
8126.0,Ugz_20o5y_fV1G6LQfR4AaABAg,"Terimakasih ketua, saya merasa hidup kembali.",,NP
8127.0,UgyURr0EYqEbStB0t8R4AaABAg,Ada yang nonton di 2028??,,NP
8128.0,UgyjYnxY8Gjt5-X2ACh4AaABAg,tolong pihak manapun lebih sering endorse manca biar upload 1 minggu sekali,,NP
8129.0,Ugz1YOoVMLPa7R4fJMd4AaABAg,Jir akun baru banget,,NP
8130.0,UgxKm7Ln_24cXvzuKLN4AaABAg,"""KaF1R""",,NP
8131.0,Ugz0IkJXh--g680xDjV4AaABAg,"Terimakasih kepada siapapun yang telah meng endorse beliau, karna akhirna beliau ingat password youtube nya",,NP
8132.0,Ugw1I7e9kVrqG5obq3J4AaABAg,1:00 pake nanya🗿,,NP
8133.0,UgwCxH25MxtnldiSuot4AaABAg,mruput,,NP
8134.0,UgwZX6_Z3n5bVXOVdmh4AaABAg,Gua tau ca lu pasti kalo ga BU pasti sponsor 😂,,NP
8135.0,UgxDwSvqiugfnOGg2BR4AaABAg,i love you manca,,NP
8136.0,UgwAdqkxiFlpgIY9Mjd4AaABAg,Upload g sih mumpung tgl tua,,NP
8137.0,Ugz_1jKfLooQl6sjiN54AaABAg,Akhirnya mylyhya upload juga,,NP
8138.0,UgxPyfwtdRucVyx5LzB4AaABAg,Halo bang,,NP
8139.0,UgxTliDpon6gJTkqVz14AaABAg,"Terimakasih kepada sponsor telah membuat ini orang Upload video 😅
Untuk manca terimakasih banyak sudah upload,menghibur, Di hari Kelabu ini 🫡",,NP
8140.0,Ugws_rsyP_GO9D0GgvV4AaABAg,Bro kembali upload,,NP
8141.0,Ugxd7mvCI9WvPYaMnlh4AaABAg,malam manusia semua,,NP
8142.0,UgwrUQwRSid63tQMeex4AaABAg,Fresh banget lawakan malem,,P
8143.0,UgyHhHMDO3Hht4Cszqh4AaABAg,Bro gak coba main horor lagi,,P
8144.0,UgwWrUWCHN3w9BlzWNx4AaABAg,"Bang manca bang manca, kamu kok tumben upload.... ada yg endorse ya",,NP
8145.0,UgxKVrTXaPPiFmO6LrB4AaABAg,yang di tunggu,,NP
8146.0,Ugxweaoo2SCdJBsdbBt4AaABAg,New skill unlocked: Manca impersonate suara Titan+jadi baby sitter Mas Oddy,,NP
8147.0,Ugy9yurgkWe_tuxijkV4AaABAg,Gubluck meng kafirkan orang lain cokk🗿,,P
8148.0,Ugy7e3QVzeZeMwV7qKJ4AaABAg,"ManchongIly (I love you)
ManchongIlya (I love you all) 
Sama aja 😂",,NP
8149.0,UgxXbpPPZag4ZwxqPmZ4AaABAg,Terimakasih sponsor yg telah membangkitkan manca,,NP
8150.0,UgwvUWk1fUqDhyduKAF4AaABAg,game apapun tolong endorse beliooo,,NP
8151.0,UgwjWtnEChQgKIuxL3N4AaABAg,waww game nya sangat bagus aku harus memainkannya,,NP
8152.0,UgzquybHsYxlBaEUJTl4AaABAg,endors ni,,NP
8153.0,UgyPYIXMW2FJjRqR4K54AaABAg,4:52 satu dua ti...,,NP
8154.0,Ugw2IOuq4sJqABTy6854AaABAg,Nggak pernah gagal emang manca ini 🗿,,NP
8155.0,UgyOl_Q8qih4lSW6Yax4AaABAg,"Sering"" upload lah bang buat hiburan yg jomblo"" gini 😂",,NP
8156.0,Ugx17epqudfLwKvqfMN4AaABAg,Terimakasih sponsor,,NP
8157.0,UgwSOI-ofj1UVEXFVD94AaABAg,"alay bngt caa, mancong i love you",,NP
8158.0,UgwSlJzjgmFjsAYID_F4AaABAg,inpokan all backsound di sponsor ini 😁,,NP
8159.0,Ugx7oc0bUIGlo3miTwB4AaABAg,semangat teru mancaa,,P
8160.0,UgxOqhyDR5AXM9K3Lx94AaABAg,Durasi video tambahinlah,,NP
8161.0,Ugx5zmuMIR4LrCw-RIB4AaABAg,Reporter : Ditemukan spesies Manca yang Friendly,,NP
8162.0,UgylYsO3XQzqHKlgGg94AaABAg,Hadir bang 0:12,,NP
8163.0,Ugyr3ZBeKdVHzxXTHvR4AaABAg,Really main blood strike?😆,,NP
8164.0,UgzW1EcMgOl_AXlPqs14AaABAg,banyak banyakin sponsor masuk please,,NP
8165.0,UgyhiH_Bn_m9g2bC_s14AaABAg,"5:18 sampe 6:04 Bang Aris nge jokes tapi malah gak ada yang ketawa,tapi lu malah sibuk Ama Michael Jackson main blood strike🗿",,NP
8166.0,UgyoitRIdzCHAzKOk594AaABAg,Baru 33mnt like sudah 14rb jir,,NP
8167.0,UgwOMToLZq81PktMuPN4AaABAg,Upload lagi cuyy teng kyu bang manca akhirnya ada video nemenin makan,,NP
8168.0,UgzvLMAl-F22dd6iVDt4AaABAg,Terima kasih blod srike udah endors manca,,NP
8169.0,UgxoPBDFqpU6YuOdyN14AaABAg,Bang ADD AKU BANG ★HINA‽GEHENA,,NP
8170.0,UgxwYpoXUiy-hlSVCD54AaABAg,😂,,NP
8171.0,UgyOLj5HQd_VtfymnVR4AaABAg,Bentar ini sponsoran? Kirain udah butuh duit lagi😅,,NP
8172.0,Ugy2ww3b5SSbVPDOcwZ4AaABAg,Kamu siapa?,,NP
8173.0,UgxjvTaGZ-kUeNXC7g54AaABAg,SI MILI UPLOADED UAAAHHH,,NP
8174.0,UgwWoeNo75UFZrm1dRN4AaABAg,Buat konten pas di endorse doang,,NP
8175.0,Ugy0LJcD8b8HQY7Pzrh4AaABAg,"Setelah manca upload video ini, mas garit langsung nyusul",,NP
8176.0,Ugyd-QKrTqvmQyy1PGd4AaABAg,Buset pas gua dah pensi malah dia yg main,,NP
8177.0,UgyFjNmMaOUl_e9xKQJ4AaABAg,Ya butuh beras 😂,,NP
8178.0,Ugyfyv7AZa0Mtmn-6ZR4AaABAg,"1:26 BOEING C-17A GLOBEMASTER III CUKKKKK

Sekali ini liat game FPS pake Globemaster, biasanya Hercules",,NP
8179.0,UgzkO4HPxEO3YD_C3Mh4AaABAg,manchongilya = manchong i love you all,,NP
8180.0,UgzR5bxRawqyr58aYHx4AaABAg,pertama,,NP
8181.0,UgxO5SvRfuzzWLTqG4l4AaABAg,Lu sehat gak ca? Tumben 1 bulan 1 video,,P
8182.0,Ugy33xYek-Cz4A38ulV4AaABAg,Akhirnya dia inget punya akun YouTube,,NP
8183.0,UgxWo7V9goTJMhJj9314AaABAg,Terimakasih sponsos🎉🎉,,NP
8184.0,UgwbwH9GHTZP6A_zjEl4AaABAg,makasih endorse endorse yang udah buat orang ini upload video lagi,,NP
8185.0,Ugyb_vZOW6UF8f5KM3x4AaABAg,bro ingat Chanel nya😂😂,,NP
8186.0,UgwLYYU7yI8taozBIDd4AaABAg,Di endorse apa ca? Pil kb andalan dari kimia farma kah😂😂😂,,NP
8187.0,UgyJziRSlzoJFzmYEFV4AaABAg,Token listrik abis bang?,,NP
8188.0,UgxZys2jZWg4Z2ErF9l4AaABAg,"big thanks buat sponsor, akhirnya ada konten lgi wkwkkww
btw TIOKAFIRABADI",,NP
8189.0,UgwXREThokQuQUZFTpd4AaABAg,Bang manca:Duit duit duit🤑🤑🤑,,NP
8190.0,UgyzNE-zs7nAJQQt0PZ4AaABAg,Kenapa nicknya nggak See Reah,,P
8191.0,UgznKyCTETtfT-uwNs94AaABAg,akhirnya beliau main blood strike,,NP
8192.0,UgxTmEhFj_mBYR2M1rZ4AaABAg,Anjir malah maen blood strike ketika gua maen Delta force,,NP
8193.0,UgzNJFgiwLkfXHs-aYV4AaABAg,weee bg manca maen BloodStrike btw kapan upload DBD bang kan Collab Ama Tokyo Ghoul,,NP
8194.0,UgyqcEn552PZ8xemnWF4AaABAg,lopyutu ca wkwkwk,,NP
8195.0,Ugz_2l4eK4dmIAXtvEN4AaABAg,Milyhya Asli,,NP
8196.0,UgwuzjBEPqigrLpgDb14AaABAg,Bang main dark souls,,NP
8197.0,UgzGj_hEvIehIAlpBnF4AaABAg,Anjir mesti di ending yg paling ngakak jir 😂😂😂😂,,NP
8198.0,Ugz-cqH5RdOl4HX_8F94AaABAg,🐦,,NP
8199.0,Ugx-yvL8WrUaPIuMBdx4AaABAg,Tumben cepet up om,,NP
8200.0,Ugxz-TX14tPhQ4X8sb14AaABAg,sweet bgt video bang manca kek penyegaran dari berbagai video youtube,,NP
8201.0,UgyvuxHS2W7b3kfyBt54AaABAg,"7:07 Mulai dimenit ini, 10% penghasilan video ini diberikan kepada Potocki",,NP
8202.0,Ugyf0c4mXok2BAWSbYF4AaABAg,"mungkin akhir² ini dia lagi banyak tagihan, trus kebetulan ada yang mau sponsorin, akhirnya upload lagi deh",,NP
8203.0,Ugw3aD5ZbvNspwUVV1d4AaABAg,blood strike cuy,,NP
8204.0,UgyPs_L9aG44AO3-BO54AaABAg,apakah anda sedang butuh uang 🤭,,NP
8205.0,Ugx4Ui_Yy69JoyS-zCN4AaABAg,Anjay main bs,,NP
8206.0,UgzWlwVMthfLAX3jOL14AaABAg,Dan yap akhirnya dia dapat sponsor,,NP
8207.0,Ugzi1Mo8WTXyxiTsWdV4AaABAg,"maaf BG aku yg make nama milhya, kita ada ktmu skli tu bg 😂",,NP
8208.0,UgynO24Jk_sEjWBrPQV4AaABAg,ASIKKK UPLOAD LAGI,,NP
8209.0,Ugy5iEQHTQgyJmyig7N4AaABAg,"woe Manchong, Kapan Kau Buat Repo Ha???",,NP
8210.0,Ugysq27vG1mQUAvlXhB4AaABAg,Sampean youtuber loh mas!,,NP
8211.0,Ugzy1apoaivSNIvF2xx4AaABAg,AKHIRNYA,,NP
8212.0,Ugwg2Wxcld_IFVfmEzJ4AaABAg,BLOOD STRIKE MENTIONED 🔥🔥🔥🗣🗣,,NP
8213.0,UgwlcCsGb4isHIV0KLt4AaABAg,"nih saran title
Blood Strike - Duel Ama Tio,Kiana Konser,Plankton",,NP
8214.0,UgwEoMWbKAVnAq6Zqj14AaABAg,Akhirnyyaaaaa,,NP
8215.0,Ugy70BIFZ1-hFGokduJ4AaABAg,Udah mulai sadar ni klu punya akun yutube,,NP
8216.0,Ugypm-Mi3Vg3jtfX5qV4AaABAg,Lorem Ipsum,,NP
8217.0,UgziAdNNjf-ii6UmGBt4AaABAg,terimakasih kepada sponsor yg telah membuat beliau upload,,NP
8218.0,UgxfFzinI4SxfCYV2Tt4AaABAg,MANCA ILY🫶😍❤️,,NP
8219.0,UgzlwIogukcJGwB92354AaABAg,Mulai kehabisan duit,,NP
8220.0,UgzvGHGlAQ4_2yZbS1N4AaABAg,4:41 beli budak moment,,NP
8221.0,UgyNyf0SwV-4d2pOEix4AaABAg,yap benar kebodohan itu terjadi lagi,,P
8222.0,Ugxf6LttihklRz2EIhh4AaABAg,Ahhhh manchoooong💞,,NP
8223.0,UgxvsUN58wmQNI2prkh4AaABAg,Apa lo tega?,,NP
8224.0,Ugye0GEWnsz4TDVBRcN4AaABAg,Anjay gabut po ca😂,,NP
8225.0,UgyHVewDRKNyyKSZGVt4AaABAg,Sekian lama akhirnya upload jugaaa,,NP
8226.0,UgyuzFqSHNjNF_QoHWN4AaABAg,"tumben presisi 1 bulan
biasanya 2/3 bulan",,NP
8227.0,Ugzr1Bry8aHHZl-YFBp4AaABAg,sampai kapan tuntutan sponsor ini  berakhir,,NP
8228.0,UgxetZ85HFkjY8Udl0x4AaABAg,4:24 kapan tuh Ca skin motor PCX nya di launch?,,NP
8229.0,Ugyev0E78Z5kCe6PUk54AaABAg,Akhirnya upload,,NP
8230.0,UgyLpx9eBQxRyt_8TlR4AaABAg,ca main repo sama asylum dah pasti kocak,,NP
8231.0,UgzISKBxDuT9PW2JKUN4AaABAg,sesingkat ini ? Vina aja 7 hari bg,,NP
8232.0,Ugy8klkKsGbr6FdV3ud4AaABAg,"FINALYYYYYYYYY OM MANCAAA AKHIR NYA NGEPOST JUGAA, bau bau dompet mulai kosong yak ca jadi ngepost pasti ada sponsor nya🗿",,NP
8233.0,Ugzyjh12boMA8jK4NXl4AaABAg,Anjayyy main BS,,NP
8234.0,Ugzt3nuaJBvCv0RyJWp4AaABAg,Siapa sangka ia upload,,NP
8235.0,UgwvrWRsEtLR6-1Bz7N4AaABAg,"Kafir-kafir, ngeri kali wak 😂",,NP
8236.0,Ugzct6uR3JoXiN2R0XB4AaABAg,wtf aplod lagi,,NP
